"Plot Title: QANASIASSAT_UTC_2021"
"#","Date Time, GMT-02:00","Temp, °C (LGR S/N: 20362477, SEN S/N: 20362477)","Event, units (LGR S/N: 20362477, SEN S/N: 20362477, LBL: rain)"
8317,04/15/2022 11.00.00 PM,-1.114,
8318,04/16/2022 12.00.00 AM,-1.456,
8319,04/16/2022 01.00.00 AM,-1.570,
8320,04/16/2022 02.00.00 AM,-1.799,
8321,04/16/2022 03.00.00 AM,-2.145,
8322,04/16/2022 04.00.00 AM,-2.727,
8323,04/16/2022 05.00.00 AM,-3.434,
8324,04/16/2022 06.00.00 AM,-3.911,
8325,04/16/2022 07.00.00 AM,-4.031,
8326,04/16/2022 08.00.00 AM,-3.434,
8327,04/16/2022 09.00.00 AM,-2.261,
8328,04/16/2022 10.00.00 AM,1.330,
8329,04/16/2022 11.00.00 AM,2.943,
8330,04/16/2022 12.00.00 PM,3.578,
8331,04/16/2022 01.00.00 PM,4.102,
8332,04/16/2022 02.00.00 PM,6.268,
8333,04/16/2022 03.00.00 PM,8.382,
8334,04/16/2022 04.00.00 PM,6.674,
8335,04/16/2022 05.00.00 PM,6.573,
8336,04/16/2022 06.00.00 PM,5.347,
8337,04/16/2022 07.00.00 PM,4.934,
8338,04/16/2022 08.00.00 PM,1.764,
8339,04/16/2022 09.00.00 PM,0.010,
8340,04/16/2022 10.00.00 PM,-0.662,
8341,04/16/2022 11.00.00 PM,-1.456,
8342,04/17/2022 12.00.00 AM,-1.684,
8343,04/17/2022 01.00.00 AM,-2.145,
8344,04/17/2022 02.00.00 AM,-0.662,
8345,04/17/2022 03.00.00 AM,-0.325,
8346,04/17/2022 04.00.00 AM,-0.549,
8347,04/17/2022 05.00.00 AM,-0.437,
8348,04/17/2022 06.00.00 AM,-0.213,
8349,04/17/2022 07.00.00 AM,-0.102,
8350,04/17/2022 08.00.00 AM,0.010,
8351,04/17/2022 09.00.00 AM,0.121,
8352,04/17/2022 10.00.00 AM,0.893,
8353,04/17/2022 11.00.00 AM,1.221,
8354,04/17/2022 12.00.00 PM,1.764,
8355,04/17/2022 01.00.00 PM,2.088,
8356,04/17/2022 02.00.00 PM,2.410,
8357,04/17/2022 03.00.00 PM,2.837,
8358,04/17/2022 04.00.00 PM,2.517,
8359,04/17/2022 05.00.00 PM,2.195,
8360,04/17/2022 06.00.00 PM,2.195,
8361,04/17/2022 07.00.00 PM,1.330,
8362,04/17/2022 08.00.00 PM,0.893,
8363,04/17/2022 09.00.00 PM,0.674,
8364,04/17/2022 10.00.00 PM,0.343,
8365,04/17/2022 11.00.00 PM,0.453,
8366,04/18/2022 12.00.00 AM,0.343,
8367,04/18/2022 01.00.00 AM,0.010,
8368,04/18/2022 02.00.00 AM,-0.102,
8369,04/18/2022 03.00.00 AM,-0.213,
8370,04/18/2022 04.00.00 AM,-0.325,
8371,04/18/2022 05.00.00 AM,-0.549,
8372,04/18/2022 06.00.00 AM,-0.325,
8373,04/18/2022 07.00.00 AM,0.121,
8374,04/18/2022 08.00.00 AM,1.003,
8375,04/18/2022 09.00.00 AM,1.330,
8376,04/18/2022 10.00.00 AM,1.980,
8377,04/18/2022 11.00.00 AM,2.624,
8378,04/18/2022 12.00.00 PM,5.141,
8379,04/18/2022 01.00.00 PM,5.860,
8380,04/18/2022 02.00.00 PM,7.983,
8381,04/18/2022 03.00.00 PM,7.582,
8382,04/18/2022 04.00.00 PM,8.879,
8383,04/18/2022 05.00.00 PM,9.373,
8384,04/18/2022 06.00.00 PM,5.450,
8385,04/18/2022 07.00.00 PM,3.788,
8386,04/18/2022 08.00.00 PM,2.943,
8387,04/18/2022 09.00.00 PM,2.303,
8388,04/18/2022 10.00.00 PM,2.410,
8389,04/18/2022 11.00.00 PM,5.655,
8390,04/19/2022 12.00.00 AM,4.831,
8391,04/19/2022 12.22.08 AM,,2603.00
8392,04/19/2022 12.34.01 AM,,2604.00
8393,04/19/2022 12.43.42 AM,,2605.00
8394,04/19/2022 12.49.37 AM,,2606.00
8395,04/19/2022 12.53.28 AM,,2607.00
8396,04/19/2022 12.56.18 AM,,2608.00
8397,04/19/2022 12.58.56 AM,,2609.00
8398,04/19/2022 01.00.00 AM,2.410,
8399,04/19/2022 01.00.59 AM,,2610.00
8400,04/19/2022 01.04.25 AM,,2611.00
8401,04/19/2022 01.07.48 AM,,2612.00
8402,04/19/2022 01.11.32 AM,,2613.00
8403,04/19/2022 01.22.30 AM,,2614.00
8404,04/19/2022 02.00.00 AM,2.303,
8405,04/19/2022 03.00.00 AM,4.623,
8406,04/19/2022 04.00.00 AM,5.450,
8407,04/19/2022 04.42.45 AM,,2615.00
8408,04/19/2022 05.00.00 AM,3.788,
8409,04/19/2022 06.00.00 AM,4.415,
8410,04/19/2022 07.00.00 AM,5.860,
8411,04/19/2022 08.00.00 AM,6.370,
8412,04/19/2022 09.00.00 AM,5.860,
8413,04/19/2022 10.00.00 AM,4.415,
8414,04/19/2022 11.00.00 AM,6.370,
8415,04/19/2022 12.00.00 PM,7.582,
8416,04/19/2022 01.00.00 PM,9.176,
8417,04/19/2022 02.00.00 PM,8.879,
8418,04/19/2022 03.00.00 PM,10.944,
8419,04/19/2022 04.00.00 PM,9.373,
8420,04/19/2022 05.00.00 PM,9.275,
8421,04/19/2022 06.00.00 PM,7.280,
8422,04/19/2022 07.00.00 PM,5.450,
8423,04/19/2022 08.00.00 PM,1.980,
8424,04/19/2022 09.00.00 PM,0.563,
8425,04/19/2022 10.00.00 PM,-0.549,
8426,04/19/2022 11.00.00 PM,-1.228,
8427,04/20/2022 12.00.00 AM,-1.456,
8428,04/20/2022 01.00.00 AM,-2.377,
8429,04/20/2022 02.00.00 AM,-2.727,
8430,04/20/2022 03.00.00 AM,-3.434,
8431,04/20/2022 04.00.00 AM,-4.152,
8432,04/20/2022 05.00.00 AM,-5.003,
8433,04/20/2022 06.00.00 AM,-5.003,
8434,04/20/2022 07.00.00 AM,-4.758,
8435,04/20/2022 08.00.00 AM,-4.152,
8436,04/20/2022 09.00.00 AM,-2.145,
8437,04/20/2022 10.00.00 AM,1.656,
8438,04/20/2022 11.00.00 AM,1.548,
8439,04/20/2022 12.00.00 PM,2.195,
8440,04/20/2022 01.00.00 PM,3.049,
8441,04/20/2022 02.00.00 PM,4.831,
8442,04/20/2022 03.00.00 PM,7.481,
8443,04/20/2022 04.00.00 PM,5.757,
8444,04/20/2022 05.00.00 PM,5.347,
8445,04/20/2022 06.00.00 PM,2.410,
8446,04/20/2022 07.00.00 PM,2.195,
8447,04/20/2022 08.00.00 PM,1.330,
8448,04/20/2022 09.00.00 PM,1.221,
8449,04/20/2022 10.00.00 PM,0.893,
8450,04/20/2022 11.00.00 PM,0.674,
8451,04/21/2022 12.00.00 AM,0.674,
8452,04/21/2022 01.00.00 AM,0.674,
8453,04/21/2022 02.00.00 AM,1.003,
8454,04/21/2022 03.00.00 AM,1.003,
8455,04/21/2022 04.00.00 AM,1.112,
8456,04/21/2022 05.00.00 AM,4.519,
8457,04/21/2022 06.00.00 AM,3.998,
8458,04/21/2022 06.29.48 AM,,2616.00
8459,04/21/2022 07.00.00 AM,4.311,
8460,04/21/2022 08.00.00 AM,5.962,
8461,04/21/2022 09.00.00 AM,6.064,
8462,04/21/2022 10.00.00 AM,4.415,
8463,04/21/2022 11.00.00 AM,3.472,
8464,04/21/2022 12.00.00 PM,3.367,
8465,04/21/2022 12.06.43 PM,,2617.00
8466,04/21/2022 12.55.38 PM,,2618.00
8467,04/21/2022 01.00.00 PM,2.943,
8468,04/21/2022 02.00.00 PM,3.472,
8469,04/21/2022 03.00.00 PM,3.049,
8470,04/21/2022 03.32.12 PM,,2619.00
8471,04/21/2022 04.00.00 PM,3.893,
8472,04/21/2022 05.00.00 PM,4.519,
8473,04/21/2022 06.00.00 PM,4.311,
8474,04/21/2022 07.00.00 PM,4.415,
8475,04/21/2022 08.00.00 PM,4.519,
8476,04/21/2022 09.00.00 PM,4.519,
8477,04/21/2022 10.00.00 PM,4.415,
8478,04/21/2022 11.00.00 PM,3.788,
8479,04/22/2022 12.00.00 AM,3.472,
8480,04/22/2022 01.00.00 AM,5.244,
8481,04/22/2022 02.00.00 AM,5.757,
8482,04/22/2022 03.00.00 AM,5.962,
8483,04/22/2022 04.00.00 AM,5.860,
8484,04/22/2022 05.00.00 AM,5.552,
8485,04/22/2022 06.00.00 AM,5.141,
8486,04/22/2022 07.00.00 AM,3.155,
8487,04/22/2022 08.00.00 AM,3.472,
8488,04/22/2022 09.00.00 AM,4.623,
8489,04/22/2022 10.00.00 AM,5.757,
8490,04/22/2022 11.00.00 AM,6.775,
8491,04/22/2022 12.00.00 PM,10.161,
8492,04/22/2022 01.00.00 PM,11.625,
8493,04/22/2022 02.00.00 PM,9.965,
8494,04/22/2022 03.00.00 PM,13.365,
8495,04/22/2022 04.00.00 PM,9.669,
8496,04/22/2022 05.00.00 PM,9.275,
8497,04/22/2022 06.00.00 PM,8.182,
8498,04/22/2022 07.00.00 PM,6.877,
8499,04/22/2022 08.00.00 PM,6.064,
8500,04/22/2022 09.00.00 PM,5.037,
8501,04/22/2022 10.00.00 PM,4.727,
8502,04/22/2022 11.00.00 PM,4.311,
8503,04/23/2022 12.00.00 AM,3.683,
8504,04/23/2022 01.00.00 AM,3.261,
8505,04/23/2022 02.00.00 AM,2.837,
8506,04/23/2022 03.00.00 AM,2.517,
8507,04/23/2022 04.00.00 AM,2.195,
8508,04/23/2022 05.00.00 AM,2.088,
8509,04/23/2022 06.00.00 AM,2.088,
8510,04/23/2022 07.00.00 AM,2.517,
8511,04/23/2022 08.00.00 AM,3.683,
8512,04/23/2022 09.00.00 AM,4.831,
8513,04/23/2022 10.00.00 AM,5.552,
8514,04/23/2022 11.00.00 AM,6.471,
8515,04/23/2022 12.00.00 PM,9.077,
8516,04/23/2022 01.00.00 PM,7.983,
8517,04/23/2022 02.00.00 PM,9.077,
8518,04/23/2022 03.00.00 PM,8.082,
8519,04/23/2022 04.00.00 PM,7.782,
8520,04/23/2022 05.00.00 PM,7.782,
8521,04/23/2022 06.00.00 PM,6.775,
8522,04/23/2022 07.00.00 PM,6.166,
8523,04/23/2022 08.00.00 PM,5.347,
8524,04/23/2022 09.00.00 PM,3.998,
8525,04/23/2022 10.00.00 PM,3.683,
8526,04/23/2022 11.00.00 PM,3.049,
8527,04/24/2022 12.00.00 AM,2.088,
8528,04/24/2022 01.00.00 AM,1.656,
8529,04/24/2022 02.00.00 AM,1.656,
8530,04/24/2022 03.00.00 AM,1.548,
8531,04/24/2022 04.00.00 AM,1.330,
8532,04/24/2022 05.00.00 AM,1.221,
8533,04/24/2022 06.00.00 AM,1.548,
8534,04/24/2022 07.00.00 AM,1.980,
8535,04/24/2022 08.00.00 AM,1.872,
8536,04/24/2022 09.00.00 AM,3.261,
8537,04/24/2022 10.00.00 AM,5.962,
8538,04/24/2022 11.00.00 AM,7.280,
8539,04/24/2022 12.00.00 PM,8.879,
8540,04/24/2022 01.00.00 PM,9.176,
8541,04/24/2022 02.00.00 PM,7.782,
8542,04/24/2022 03.00.00 PM,12.690,
8543,04/24/2022 04.00.00 PM,9.965,
8544,04/24/2022 05.00.00 PM,9.866,
8545,04/24/2022 06.00.00 PM,9.373,
8546,04/24/2022 07.00.00 PM,7.582,
8547,04/24/2022 08.00.00 PM,6.370,
8548,04/24/2022 09.00.00 PM,5.037,
8549,04/24/2022 10.00.00 PM,4.102,
8550,04/24/2022 11.00.00 PM,3.578,
8551,04/25/2022 12.00.00 AM,2.943,
8552,04/25/2022 01.00.00 AM,2.410,
8553,04/25/2022 02.00.00 AM,1.764,
8554,04/25/2022 03.00.00 AM,1.764,
8555,04/25/2022 04.00.00 AM,1.980,
8556,04/25/2022 05.00.00 AM,2.303,
8557,04/25/2022 05.44.20 AM,,2620.00
8558,04/25/2022 06.00.00 AM,2.410,
8559,04/25/2022 06.30.59 AM,,2621.00
8560,04/25/2022 06.55.53 AM,,2622.00
8561,04/25/2022 07.00.00 AM,2.730,
8562,04/25/2022 07.21.14 AM,,2623.00
8563,04/25/2022 07.56.43 AM,,2624.00
8564,04/25/2022 08.00.00 AM,3.155,
8565,04/25/2022 08.30.01 AM,,2625.00
8566,04/25/2022 09.00.00 AM,3.683,
8567,04/25/2022 10.00.00 AM,4.102,
8568,04/25/2022 11.00.00 AM,4.727,
8569,04/25/2022 12.00.00 PM,6.674,
8570,04/25/2022 01.00.00 PM,6.268,
8571,04/25/2022 02.00.00 PM,7.983,
8572,04/25/2022 03.00.00 PM,8.879,
8573,04/25/2022 04.00.00 PM,10.357,
8574,04/25/2022 05.00.00 PM,8.680,
8575,04/25/2022 06.00.00 PM,9.077,
8576,04/25/2022 07.00.00 PM,7.280,
8577,04/25/2022 08.00.00 PM,4.934,
8578,04/25/2022 09.00.00 PM,2.837,
8579,04/25/2022 10.00.00 PM,1.656,
8580,04/25/2022 11.00.00 PM,0.893,
8581,04/26/2022 12.00.00 AM,1.439,
8582,04/26/2022 01.00.00 AM,1.764,
8583,04/26/2022 02.00.00 AM,1.872,
8584,04/26/2022 03.00.00 AM,1.980,
8585,04/26/2022 04.00.00 AM,1.872,
8586,04/26/2022 05.00.00 AM,2.088,
8587,04/26/2022 06.00.00 AM,2.303,
8588,04/26/2022 07.00.00 AM,2.943,
8589,04/26/2022 08.00.00 AM,3.049,
8590,04/26/2022 09.00.00 AM,3.472,
8591,04/26/2022 10.00.00 AM,3.998,
8592,04/26/2022 11.00.00 AM,4.415,
8593,04/26/2022 12.00.00 PM,4.415,
8594,04/26/2022 01.00.00 PM,4.311,
8595,04/26/2022 02.00.00 PM,5.037,
8596,04/26/2022 03.00.00 PM,5.655,
8597,04/26/2022 04.00.00 PM,7.582,
8598,04/26/2022 05.00.00 PM,6.064,
8599,04/26/2022 06.00.00 PM,5.962,
8600,04/26/2022 07.00.00 PM,5.037,
8601,04/26/2022 08.00.00 PM,4.519,
8602,04/26/2022 09.00.00 PM,3.578,
8603,04/26/2022 10.00.00 PM,2.943,
8604,04/26/2022 11.00.00 PM,3.049,
8605,04/27/2022 12.00.00 AM,2.730,
8606,04/27/2022 01.00.00 AM,2.517,
8607,04/27/2022 02.00.00 AM,2.837,
8608,04/27/2022 03.00.00 AM,2.088,
8609,04/27/2022 04.00.00 AM,2.195,
8610,04/27/2022 05.00.00 AM,2.088,
8611,04/27/2022 06.00.00 AM,2.303,
8612,04/27/2022 07.00.00 AM,2.943,
8613,04/27/2022 08.00.00 AM,3.683,
8614,04/27/2022 09.00.00 AM,5.141,
8615,04/27/2022 10.00.00 AM,5.962,
8616,04/27/2022 11.00.00 AM,6.268,
8617,04/27/2022 12.00.00 PM,7.179,
8618,04/27/2022 01.00.00 PM,7.782,
8619,04/27/2022 02.00.00 PM,8.382,
8620,04/27/2022 03.00.00 PM,7.582,
8621,04/27/2022 04.00.00 PM,10.063,
8622,04/27/2022 05.00.00 PM,9.965,
8623,04/27/2022 06.00.00 PM,10.553,
8624,04/27/2022 07.00.00 PM,9.571,
8625,04/27/2022 08.00.00 PM,6.978,
8626,04/27/2022 09.00.00 PM,5.860,
8627,04/27/2022 10.00.00 PM,4.519,
8628,04/27/2022 11.00.00 PM,3.998,
8629,04/28/2022 12.00.00 AM,4.102,
8630,04/28/2022 01.00.00 AM,3.788,
8631,04/28/2022 02.00.00 AM,3.683,
8632,04/28/2022 03.00.00 AM,3.472,
8633,04/28/2022 04.00.00 AM,3.367,
8634,04/28/2022 05.00.00 AM,4.102,
8635,04/28/2022 06.00.00 AM,4.207,
8636,04/28/2022 07.00.00 AM,4.727,
8637,04/28/2022 08.00.00 AM,5.450,
8638,04/28/2022 09.00.00 AM,6.674,
8639,04/28/2022 10.00.00 AM,7.481,
8640,04/28/2022 11.00.00 AM,9.176,
8641,04/28/2022 12.00.00 PM,11.722,
8642,04/28/2022 01.00.00 PM,10.846,
8643,04/28/2022 02.00.00 PM,12.787,
8644,04/28/2022 03.00.00 PM,10.748,
8645,04/28/2022 04.00.00 PM,9.866,
8646,04/28/2022 05.00.00 PM,11.722,
8647,04/28/2022 06.00.00 PM,11.625,
8648,04/28/2022 07.00.00 PM,10.161,
8649,04/28/2022 08.00.00 PM,8.382,
8650,04/28/2022 09.00.00 PM,6.064,
8651,04/28/2022 10.00.00 PM,4.934,
8652,04/28/2022 11.00.00 PM,4.102,
8653,04/29/2022 12.00.00 AM,3.788,
8654,04/29/2022 01.00.00 AM,4.102,
8655,04/29/2022 02.00.00 AM,4.311,
8656,04/29/2022 03.00.00 AM,4.311,
8657,04/29/2022 04.00.00 AM,4.207,
8658,04/29/2022 05.00.00 AM,3.788,
8659,04/29/2022 06.00.00 AM,4.102,
8660,04/29/2022 07.00.00 AM,4.934,
8661,04/29/2022 08.00.00 AM,6.775,
8662,04/29/2022 09.00.00 AM,7.782,
8663,04/29/2022 10.00.00 AM,8.481,
8664,04/29/2022 11.00.00 AM,8.382,
8665,04/29/2022 12.00.00 PM,10.553,
8666,04/29/2022 01.00.00 PM,11.334,
8667,04/29/2022 02.00.00 PM,12.497,
8668,04/29/2022 03.00.00 PM,13.461,
8669,04/29/2022 04.00.00 PM,12.594,
8670,04/29/2022 05.00.00 PM,12.304,
8671,04/29/2022 06.00.00 PM,11.528,
8672,04/29/2022 07.00.00 PM,9.176,
8673,04/29/2022 08.00.00 PM,8.082,
8674,04/29/2022 09.00.00 PM,6.674,
8675,04/29/2022 10.00.00 PM,4.519,
8676,04/29/2022 11.00.00 PM,3.155,
8677,04/30/2022 12.00.00 AM,2.624,
8678,04/30/2022 01.00.00 AM,1.980,
8679,04/30/2022 02.00.00 AM,1.656,
8680,04/30/2022 03.00.00 AM,0.784,
8681,04/30/2022 04.00.00 AM,0.343,
8682,04/30/2022 05.00.00 AM,0.121,
8683,04/30/2022 06.00.00 AM,0.121,
8684,04/30/2022 07.00.00 AM,1.003,
8685,04/30/2022 08.00.00 AM,2.943,
8686,04/30/2022 09.00.00 AM,4.102,
8687,04/30/2022 10.00.00 AM,6.978,
8688,04/30/2022 11.00.00 AM,9.571,
8689,04/30/2022 12.00.00 PM,10.846,
8690,04/30/2022 01.00.00 PM,10.748,
8691,04/30/2022 02.00.00 PM,13.750,
8692,04/30/2022 03.00.00 PM,14.996,
8693,04/30/2022 04.00.00 PM,13.558,
8694,04/30/2022 05.00.00 PM,12.787,
8695,04/30/2022 06.00.00 PM,12.497,
8696,04/30/2022 07.00.00 PM,11.334,
8697,04/30/2022 08.00.00 PM,9.866,
8698,04/30/2022 09.00.00 PM,7.280,
8699,04/30/2022 10.00.00 PM,5.037,
8700,04/30/2022 11.00.00 PM,3.578,
8701,05/01/2022 12.00.00 AM,3.049,
8702,05/01/2022 01.00.00 AM,2.195,
8703,05/01/2022 02.00.00 AM,1.656,
8704,05/01/2022 03.00.00 AM,2.517,
8705,05/01/2022 04.00.00 AM,2.088,
8706,05/01/2022 05.00.00 AM,1.872,
8707,05/01/2022 06.00.00 AM,2.517,
8708,05/01/2022 07.00.00 AM,3.472,
8709,05/01/2022 08.00.00 AM,4.831,
8710,05/01/2022 09.00.00 AM,5.347,
8711,05/01/2022 10.00.00 AM,5.962,
8712,05/01/2022 11.00.00 AM,6.370,
8713,05/01/2022 12.00.00 PM,7.179,
8714,05/01/2022 01.00.00 PM,7.983,
8715,05/01/2022 02.00.00 PM,9.965,
8716,05/01/2022 03.00.00 PM,10.259,
8717,05/01/2022 04.00.00 PM,10.455,
8718,05/01/2022 05.00.00 PM,10.748,
8719,05/01/2022 06.00.00 PM,10.944,
8720,05/01/2022 07.00.00 PM,9.768,
8721,05/01/2022 08.00.00 PM,7.481,
8722,05/01/2022 09.00.00 PM,5.037,
8723,05/01/2022 10.00.00 PM,4.415,
8724,05/01/2022 11.00.00 PM,3.683,
8725,05/02/2022 12.00.00 AM,3.788,
8726,05/02/2022 01.00.00 AM,3.788,
8727,05/02/2022 02.00.00 AM,3.578,
8728,05/02/2022 03.00.00 AM,3.261,
8729,05/02/2022 04.00.00 AM,2.624,
8730,05/02/2022 05.00.00 AM,2.943,
8731,05/02/2022 06.00.00 AM,3.049,
8732,05/02/2022 07.00.00 AM,4.311,
8733,05/02/2022 08.00.00 AM,6.064,
8734,05/02/2022 09.00.00 AM,6.471,
8735,05/02/2022 10.00.00 AM,6.877,
8736,05/02/2022 11.00.00 AM,7.582,
8737,05/02/2022 12.00.00 PM,7.782,
8738,05/02/2022 01.00.00 PM,7.381,
8739,05/02/2022 02.00.00 PM,7.882,
8740,05/02/2022 03.00.00 PM,8.082,
8741,05/02/2022 04.00.00 PM,7.582,
8742,05/02/2022 05.00.00 PM,7.582,
8743,05/02/2022 06.00.00 PM,6.978,
8744,05/02/2022 07.00.00 PM,6.064,
8745,05/02/2022 08.00.00 PM,5.450,
8746,05/02/2022 09.00.00 PM,4.727,
8747,05/02/2022 10.00.00 PM,4.311,
8748,05/02/2022 11.00.00 PM,3.788,
8749,05/03/2022 12.00.00 AM,3.893,
8750,05/03/2022 01.00.00 AM,3.788,
8751,05/03/2022 02.00.00 AM,3.472,
8752,05/03/2022 03.00.00 AM,3.261,
8753,05/03/2022 04.00.00 AM,3.155,
8754,05/03/2022 05.00.00 AM,2.730,
8755,05/03/2022 06.00.00 AM,2.943,
8756,05/03/2022 07.00.00 AM,3.472,
8757,05/03/2022 08.00.00 AM,3.683,
8758,05/03/2022 09.00.00 AM,4.102,
8759,05/03/2022 10.00.00 AM,4.727,
8760,05/03/2022 11.00.00 AM,5.552,
8761,05/03/2022 12.00.00 PM,6.471,
8762,05/03/2022 01.00.00 PM,6.978,
8763,05/03/2022 02.00.00 PM,7.582,
8764,05/03/2022 03.00.00 PM,8.282,
8765,05/03/2022 04.00.00 PM,7.682,
8766,05/03/2022 05.00.00 PM,6.471,
8767,05/03/2022 06.00.00 PM,6.268,
8768,05/03/2022 07.00.00 PM,4.519,
8769,05/03/2022 08.00.00 PM,3.998,
8770,05/03/2022 09.00.00 PM,3.578,
8771,05/03/2022 10.00.00 PM,2.943,
8772,05/03/2022 11.00.00 PM,2.624,
8773,05/04/2022 12.00.00 AM,1.980,
8774,05/04/2022 01.00.00 AM,1.548,
8775,05/04/2022 02.00.00 AM,1.221,
8776,05/04/2022 03.00.00 AM,1.221,
8777,05/04/2022 04.00.00 AM,0.563,
8778,05/04/2022 05.00.00 AM,0.121,
8779,05/04/2022 06.00.00 AM,0.453,
8780,05/04/2022 07.00.00 AM,1.548,
8781,05/04/2022 08.00.00 AM,1.003,
8782,05/04/2022 09.00.00 AM,2.195,
8783,05/04/2022 10.00.00 AM,4.415,
8784,05/04/2022 11.00.00 AM,4.831,
8785,05/04/2022 12.00.00 PM,5.962,
8786,05/04/2022 01.00.00 PM,6.471,
8787,05/04/2022 02.00.00 PM,7.481,
8788,05/04/2022 03.00.00 PM,8.481,
8789,05/04/2022 04.00.00 PM,7.882,
8790,05/04/2022 05.00.00 PM,8.182,
8791,05/04/2022 06.00.00 PM,7.280,
8792,05/04/2022 07.00.00 PM,7.179,
8793,05/04/2022 08.00.00 PM,3.788,
8794,05/04/2022 09.00.00 PM,1.872,
8795,05/04/2022 10.00.00 PM,0.121,
8796,05/04/2022 11.00.00 PM,-0.887,
8797,05/05/2022 12.00.00 AM,-0.662,
8798,05/05/2022 01.00.00 AM,-0.102,
8799,05/05/2022 02.00.00 AM,-1.456,
8800,05/05/2022 03.00.00 AM,-1.914,
8801,05/05/2022 04.00.00 AM,-1.914,
8802,05/05/2022 05.00.00 AM,-1.456,
8803,05/05/2022 06.00.00 AM,-1.114,
8804,05/05/2022 07.00.00 AM,0.121,
8805,05/05/2022 08.00.00 AM,0.343,
8806,05/05/2022 09.00.00 AM,2.730,
8807,05/05/2022 10.00.00 AM,5.037,
8808,05/05/2022 11.00.00 AM,5.347,
8809,05/05/2022 12.00.00 PM,6.064,
8810,05/05/2022 01.00.00 PM,7.682,
8811,05/05/2022 02.00.00 PM,7.983,
8812,05/05/2022 03.00.00 PM,7.882,
8813,05/05/2022 04.00.00 PM,6.471,
8814,05/05/2022 05.00.00 PM,5.860,
8815,05/05/2022 06.00.00 PM,5.347,
8816,05/05/2022 07.00.00 PM,4.623,
8817,05/05/2022 08.00.00 PM,3.367,
8818,05/05/2022 09.00.00 PM,2.730,
8819,05/05/2022 10.00.00 PM,2.410,
8820,05/05/2022 11.00.00 PM,1.112,
8821,05/06/2022 12.00.00 AM,0.563,
8822,05/06/2022 12.28.46 AM,,2626.00
8823,05/06/2022 01.00.00 AM,0.453,
8824,05/06/2022 01.29.58 AM,,2627.00
8825,05/06/2022 01.44.09 AM,,2628.00
8826,05/06/2022 01.59.37 AM,,2629.00
8827,05/06/2022 02.00.00 AM,0.563,
8828,05/06/2022 02.11.02 AM,,2630.00
8829,05/06/2022 02.26.04 AM,,2631.00
8830,05/06/2022 02.38.31 AM,,2632.00
8831,05/06/2022 02.53.00 AM,,2633.00
8832,05/06/2022 03.00.00 AM,0.784,
8833,05/06/2022 03.02.34 AM,,2634.00
8834,05/06/2022 03.18.18 AM,,2635.00
8835,05/06/2022 03.34.53 AM,,2636.00
8836,05/06/2022 03.56.20 AM,,2637.00
8837,05/06/2022 04.00.00 AM,1.003,
8838,05/06/2022 04.19.54 AM,,2638.00
8839,05/06/2022 04.40.00 AM,,2639.00
8840,05/06/2022 05.00.00 AM,1.439,
8841,05/06/2022 05.01.52 AM,,2640.00
8842,05/06/2022 06.00.00 AM,1.764,2641.00
8843,05/06/2022 07.00.00 AM,2.730,
8844,05/06/2022 08.00.00 AM,4.207,
8845,05/06/2022 09.00.00 AM,5.552,
8846,05/06/2022 10.00.00 AM,8.082,
8847,05/06/2022 11.00.00 AM,8.978,
8848,05/06/2022 12.00.00 PM,8.581,
8849,05/06/2022 01.00.00 PM,8.282,
8850,05/06/2022 02.00.00 PM,7.079,
8851,05/06/2022 03.00.00 PM,6.573,
8852,05/06/2022 04.00.00 PM,6.166,
8853,05/06/2022 05.00.00 PM,5.244,
8854,05/06/2022 06.00.00 PM,4.623,
8855,05/06/2022 06.35.26 PM,,2642.00
8856,05/06/2022 07.00.00 PM,4.102,
8857,05/06/2022 08.00.00 PM,3.788,
8858,05/06/2022 09.00.00 PM,3.367,
8859,05/06/2022 10.00.00 PM,3.049,
8860,05/06/2022 11.00.00 PM,2.837,
8861,05/07/2022 12.00.00 AM,2.410,
8862,05/07/2022 01.00.00 AM,2.517,
8863,05/07/2022 02.00.00 AM,2.303,
8864,05/07/2022 03.00.00 AM,2.088,
8865,05/07/2022 04.00.00 AM,2.195,
8866,05/07/2022 05.00.00 AM,2.195,
8867,05/07/2022 06.00.00 AM,2.410,
8868,05/07/2022 07.00.00 AM,3.578,
8869,05/07/2022 08.00.00 AM,4.519,
8870,05/07/2022 09.00.00 AM,5.757,
8871,05/07/2022 10.00.00 AM,7.280,
8872,05/07/2022 11.00.00 AM,10.063,
8873,05/07/2022 12.00.00 PM,14.613,
8874,05/07/2022 01.00.00 PM,14.804,
8875,05/07/2022 02.00.00 PM,15.664,
8876,05/07/2022 03.00.00 PM,14.996,
8877,05/07/2022 04.00.00 PM,14.038,
8878,05/07/2022 05.00.00 PM,12.013,
8879,05/07/2022 06.00.00 PM,10.748,
8880,05/07/2022 07.00.00 PM,10.553,
8881,05/07/2022 08.00.00 PM,10.161,
8882,05/07/2022 09.00.00 PM,9.768,
8883,05/07/2022 10.00.00 PM,9.965,
8884,05/07/2022 11.00.00 PM,10.063,
8885,05/08/2022 12.00.00 AM,10.553,
8886,05/08/2022 01.00.00 AM,10.651,
8887,05/08/2022 02.00.00 AM,10.063,
8888,05/08/2022 03.00.00 AM,10.259,
8889,05/08/2022 04.00.00 AM,10.161,
8890,05/08/2022 05.00.00 AM,8.779,
8891,05/08/2022 06.00.00 AM,8.481,
